OBJECTID,SiteName,data_set,site,station,Buffer,Veg_Type,Origin_Year,Origin_Source,General_Source,PreBackfill_Source,Backfill_Required,Backfill_Method,PostBackfill_Source,Moisture_Reg,Moisture_Source,Pct_of_Larch,NSRNAME,NRNAME,Soil_Type_1,LUF_NAME,HUC_8,BASIN,CWCS_Class,CWCS_Extent,GWA_NAME,FEATURE_TY,YEAR,ORIG_FID,Veg_Moist_preBkfSrs,Combined,Combined2,Combined_ChgByCWCS,UplandGene,Fire_Year,UID,Shape_Length,Shape_Area
219,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,42535539,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,31822865,34.3169772,48.4178211
220,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42535544,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,31822933,52.54684979,36.6612534
221,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42535544,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,31822938,64.57093483,213.482341
222,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42535546,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,31822959,68.51751352,187.9243947
223,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42535546,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,31822967,203.6311037,1541.134749
224,BG_15_40,BG,15,40,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,LOW-IMPACT-SEISMIC,,42872912,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,35476547,66.10917455,90.15
225,BG_15_40,BG,15,40,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42872914,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,35476555,2.57560324,0.27785559
226,BG_15_40,BG,15,40,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42872916,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,35476562,102.1081778,133.4771666
227,BG_15_40,BG,15,40,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,1998,42872917,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,35476567,9.976598999,5.102417025
228,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,LOW-IMPACT-SEISMIC,,42879610,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,35518516,40.44641365,50.81353767
229,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42879613,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,35518526,51.76376268,66.6559066
230,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42879615,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,35518533,20.81700134,22.21808053
231,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,PIPELINES,,52493319,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,36450211,61.98479335,164.0428586
232,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,PIPELINES,,52493325,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,36450226,120.9086522,760.4789746
233,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,PIPELINES,,52493326,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,36450229,47.61514934,134.5092329
234,BG_15_40,BG,15,40,50,Jack pine MixCD,1910,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,PIPELINES,,52493330,Jack pine MixCD::m::AVIE,Mixedwood,Mixedwood,Mixedwood,Decid,0,36450238,135.589103,944.6993816
235,BG_15_41,BG,15,41,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41903460,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31356710,34.48900305,54.20180551
236,BG_15_41,BG,15,41,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,41904054,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31361696,246.1757599,3067.457019
237,BG_15_41,BG,15,41,50,Black spruce,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41904431,Black spruce::m::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31365099,101.7560223,659.9966189
238,BG_15_41,BG,15,41,50,Black spruce,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41904432,Black spruce::m::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31365105,161.5074942,1399.849199
239,BG_15_41,BG,15,41,50,Black spruce,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,41904473,Black spruce::m::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31365490,57.12451538,128.3794332
240,BG_15_41,BG,15,41,50,Black spruce,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,41904474,Black spruce::m::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31365502,235.4094675,1574.114932
241,BG_15_41,BG,15,41,50,Black spruce,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Swamp,ALP,Green Area,,0,41904500,Black spruce::m::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31365751,120,900
242,BG_15_41,BG,15,41,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41933472,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31644235,11.18655097,2.853864607
243,BG_15_41,BG,15,41,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,41934254,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31651653,52.66012066,65.5779701
244,BG_15_42,BG,15,42,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41903463,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31356733,332.068534,2775.776745
245,BG_15_42,BG,15,42,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,41904051,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31361677,190.3067128,2311.72306
246,BG_15_42,BG,15,42,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Swamp,ALP,Green Area,,0,41904330,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31364080,58.60830455,159.1638708
247,BG_15_42,BG,15,42,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41933472,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31644235,206.5463298,2605.3036
248,BG_15_43,BG,15,43,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41933468,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31644217,365.2598259,6361.668527
249,BG_15_43,BG,15,43,50,Trembling aspen,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41959484,Trembling aspen::m::AVIE,Decid,Decid,Decid,Decid,0,31919688,257.9702782,1490.593106
250,BG_15_44,BG,15,44,50,Black spruce,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Swamp,ALP,Green Area,,0,41890168,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31252601,48.71380228,114.1527077
251,BG_15_44,BG,15,44,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,41894626,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31285611,160.629797,1803.295817
252,BG_15_44,BG,15,44,50,Black spruce,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,52723286,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,36608694,380.4516494,5935.501789
253,BG_15_45,BG,15,45,50,Black spruce MixCD,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,PRE-LOW-IMPACT-SEISMIC,2001,42310401,Black spruce MixCD::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,35675590,181.33921,503.5339752
254,BG_15_45,BG,15,45,50,Black spruce MixCD,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,52723643,Black spruce MixCD::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,36611166,172.4412117,1189.858592
255,BG_15_45,BG,15,45,50,Black spruce MixCD,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,52723643,Black spruce MixCD::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,36611168,295.2947801,6158.961051
256,BG_15_46,BG,15,46,50,Black spruce,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42520388,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31637699,16.36520812,11.62600619
257,BG_15_46,BG,15,46,50,Black spruce,1920,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42520456,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31638518,250.8628299,2504.106761
258,BG_15_46,BG,15,46,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42533836,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31799764,175.218028,1302.618172
259,BG_15_46,BG,15,46,50,Tamarack MixCD,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,7,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,42543357,Tamarack MixCD::w::AVIE,TreedFen-Mixedwood,TreedFen-Mixedwood,TreedFen-Mixedwood,Decid,0,31904834,116.62944,868.1734265
260,BG_15_46,BG,15,46,50,Tamarack MixCD,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,7,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42543365,Tamarack MixCD::w::AVIE,TreedFen-Mixedwood,TreedFen-Mixedwood,TreedFen-Mixedwood,Decid,0,31904891,338.4824618,3165.258498
261,BG_15_47,BG,15,47,50,Jack pine MixWet,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42536944,Jack pine MixWet::m::AVIE,Pine,Pine,Pine,Decid,0,31838135,100.0858767,210.3226743
262,BG_15_47,BG,15,47,50,Jack pine MixWet,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42536949,Jack pine MixWet::m::AVIE,Pine,Pine,Pine,Decid,0,31838240,138.0690767,1062.45691
263,BG_15_47,BG,15,47,50,Jack pine MixWet,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42537057,Jack pine MixWet::m::AVIE,Pine,Pine,Pine,Decid,0,31839409,254.7302364,2411.543018
264,BG_15_47,BG,15,47,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,9,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42541721,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31886123,229.3937739,2685.745702
265,BG_15_47,BG,15,47,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,9,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42541757,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31886394,195.6877839,1482.43236
266,BG_15_48,BG,15,48,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42522623,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31661325,11.08298456,1.549609883
267,BG_15_48,BG,15,48,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42533682,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31797273,50.64992889,110.0675559
268,BG_15_48,BG,15,48,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42533848,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31799919,290.8362226,4384.343228
269,BG_15_48,BG,15,48,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,9,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,42541740,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31886256,119.4389858,899.3409225
270,BG_15_48,BG,15,48,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,9,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42541759,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31886406,285.1200564,2456.871178
271,BG_15_49,BG,15,49,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42521821,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31651028,35.4046327,45.97866016
272,BG_15_49,BG,15,49,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42522008,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31653343,160.8596882,1036.716105
273,BG_15_49,BG,15,49,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42522008,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31653362,76.20063163,261.3161656
274,BG_15_49,BG,15,49,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,10,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42541903,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31887907,158.2745545,593.5781546
275,BG_15_49,BG,15,49,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,10,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42541920,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,31888040,321.6892056,5837.647599
276,BG_15_49,BG,15,49,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42872402,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,35472864,49.01800841,63.75796731
277,BG_15_49,BG,15,49,50,Tamarack,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,10,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,LOW-IMPACT-SEISMIC,,42882486,Tamarack::w::AVIE,TreedFen-Larch,TreedFen-Larch,TreedFen-Larch,Decid,0,35534768,14.98282833,13.38840169
278,BG_15_5,BG,15,5,50,Black spruce MixCD,1900,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,4,Central Mixedwood,Boreal,,Lower Athabasca,12010201,BEAVER,,,Green Area,,0,41912322,Black spruce MixCD::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31433351,134.5273053,785.9524843
279,BG_15_5,BG,15,5,50,Black spruce MixCD,1900,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,4,Central Mixedwood,Boreal,,Lower Athabasca,12010201,BEAVER,Swamp,ALP,Green Area,,0,41912329,Black spruce MixCD::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31433415,49.54202525,121.2729826
280,BG_15_5,BG,15,5,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,12010201,BEAVER,Swamp,ALP,Green Area,,0,41933197,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31641703,120,900
281,BG_15_5,BG,15,5,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,12010201,BEAVER,Swamp,ALP,Green Area,,0,41933198,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31641709,103.512847,92.20367418
282,BG_15_5,BG,15,5,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,12010201,BEAVER,,,Green Area,,0,52824811,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,36651851,424.2037873,5951.913914
283,BG_15_50,BG,15,50,50,Black spruce,1960,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42526422,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31712771,51.01375124,99.41791646
284,BG_15_50,BG,15,50,50,Black spruce,1960,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Fen,ALP,Green Area,,0,42526484,Black spruce::w::AVIE,TreedBog-BSpr,TreedBog-BSpr,TreedBog-BSpr,Decid,0,31713777,46.59799673,21.14111744
285,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42533695,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31797421,20.47338127,1.788919636
286,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42533695,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31797429,282.3700644,4749.26994
287,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,,0,42533695,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31797465,226.6569965,2549.937223
288,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,42533759,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31798740,18.68649798,14.23880126
289,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Swamp,ALP,Green Area,,0,42533988,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,31801678,35.47208951,54.44077148
290,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,LOW-IMPACT-SEISMIC,,42878608,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,35512441,206.1828478,288.4340545
291,BG_15_50,BG,15,50,50,Jack pine,1940,AVIE_Origin,AVIE,AVIE,None,None,None,m,AVIE,0,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,,,Green Area,LOW-IMPACT-SEISMIC,2001,42878613,Jack pine::m::AVIE,Pine,Pine,Pine,Decid,0,35512483,64.74329345,73.05398903
292,BG_15_51,BG,15,51,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,41903820,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31359700,23.65584472,23.53496383
293,BG_15_51,BG,15,51,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,41903821,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31359707,112.9895219,832.3696472
294,BG_15_51,BG,15,51,50,Black spruce,1930,AVIE_Origin,AVIE,AVIE,None,None,None,w,AVIE,2,Central Mixedwood,Boreal,,Lower Athabasca,17050301,ATHABASCA,Bog,ALP,Green Area,,0,41903822,Black spruce::w::AVIE,TreedBog-BSpr,TreedFen-Larch,TreedFen-Larch,Decid,0,31359712,106.6363622,689.3248558
